image,brisque,collection
20190801_F62S_AucklandIsland_B1_4_35_SD135_20190220_02200071_20190220010150_3844.JPG,39.23944044884533,FeralCatsAkl_maxim
20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_03010352_20190301103029_2421.JPG,23.05975367272592,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160182_20190216231957_1478.JPG,44.146092771141156,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120845_20190212015942_2724.JPG,34.870362738933835,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200162_20190220211537_4177.JPG,22.474982758100822,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200170_20190220211628_3162.JPG,31.735442899417166,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100172_20190210161221_144.JPG,31.252058889374865,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100224_20190210162219_196.JPG,33.33807435096739,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100010_20190210155005_2430.JPG,34.525126673291055,FeralCatsAkl_maxim
20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230183_20190223061718_2177.JPG,28.413157541930985,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160028_20190216185726_1274.JPG,18.04211646442772,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250286_20190225004025_4213.JPG,45.99912359944207,FeralCatsAkl_maxim
20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160311_20190216060837_1102.JPG,29.812050151934017,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200086_20190220101050_3118.JPG,9.369456423803939,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160211_20190216232224_1507.JPG,46.04616871890525,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100311_20190210173021_240.JPG,29.959135044139742,FeralCatsAkl_maxim
20190801_WC6E_AucklandIsland_B2_4_12_SD22_20190215_02080239_20190208054748_cat_503.JPG,41.91318494661866,FeralCatsAkl_maxim
20190801_bN2A_AucklandIsland__D2_1_40_SD108_20190301_02230120_20190223065908_2293.JPG,27.666434213094448,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110459_20190211054121_2528.JPG,32.676558251672844,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250289_20190225004032_3194.JPG,46.13624396252712,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110821_20190211224639_2710.JPG,31.478605561546118,FeralCatsAkl_maxim
20190801_755r_AucklandIsland__A2_2_38_SD39_20190305_02130075_20190213023122_4133.JPG,23.295335990964958,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300233_20190130064523_3216.JPG,16.62276922898181,FeralCatsAkl_maxim
20190801_bN2A_AucklandIsland__D2_1_40_SD108_20190301_02190052_20190219221253_1756.JPG,28.675239587585196,FeralCatsAkl_maxim
20190801_755r_AucklandIsland__A2_2_38_SD39_20190305_02130074_20190213023121_4132.JPG,27.883765447310424,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300084_20190130063549_2783.JPG,29.779144746203627,FeralCatsAkl_maxim
20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240327_20190224215108_2355.JPG,33.07031342650484,FeralCatsAkl_maxim
20190801_y7TW_AucklandIsland_D2_6_26_SD63_20190211_02040057_20190204184613_454.JPG,12.663432498059791,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200045_20190220100650_3079.JPG,9.570128125756327,FeralCatsAkl_maxim
20190801_4J67_AucklandIsland_B2_1_34_SD84_20190215_02140021_20190214231756_cat_763.JPG,18.96189646317643,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100222_20190210162202_194.JPG,31.179690766010907,FeralCatsAkl_maxim
20190801_P4tX_AucklandIsland_B2_3_30_SD61_20190301_02240018_20190224222312_2369.JPG,47.23178493036605,FeralCatsAkl_maxim
20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02180192_20190218232026_3838.JPG,24.0825974367078,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250288_20190225004027_3193.JPG,41.47230326518738,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160148_20190216190535_1394.JPG,15.10843507866204,FeralCatsAkl_maxim
20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160302_20190216060729_1094.JPG,29.736037440363106,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160246_20190216232423_1545.JPG,47.74793455728272,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250262_20190225003929_3189.JPG,43.19645574208138,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160144_20190216190357_1390.JPG,10.26004264264256,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300068_20190130063520_2779.JPG,35.42491367759416,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200058_20190220100943_3092.JPG,9.54600373523644,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160054_20190216185845_1300.JPG,23.494734189661784,FeralCatsAkl_maxim
20190801_6VMy_AucklandIsland_D2_3_M_SD90_20190222_02200219_20190220003724_1953.JPG,31.28923856574815,FeralCatsAkl_maxim
20190801_y7TW_AucklandIsland_D2_6_26_SD63_20190211_02040048_20190204184557_445.JPG,10.505797466060443,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020306_20190202042841_4063.JPG,22.44227427653172,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110700_20190211171541_2619.JPG,40.757911638470404,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300223_20190130064501_4041.JPG,34.888167914653735,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100192_20190210161843_164.JPG,45.52253339054616,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160184_20190216232003_1480.JPG,41.58603260414654,FeralCatsAkl_maxim
20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160496_20190216222131_1439.JPG,30.56846785293598,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110759_20190211203832_2662.JPG,49.101190329746345,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200011_20190220100527_4141.JPG,23.07892300663636,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160158_20190216190900_1404.JPG,20.347505765428167,FeralCatsAkl_maxim
20190801_3vNi_AucklandIsland_B2_5_35_SD47_20190227_02230028_20190223054147_3905.JPG,52.84558366232156,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100044_20190210155452_23.JPG,33.881964632082344,FeralCatsAkl_maxim
20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02120431_20190212044716_cat_649.JPG,31.76318660557169,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100094_20190210160035_66.JPG,42.688695722332426,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110388_20190211003756_2504.JPG,35.92345566469041,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020446_20190202043415_2980.JPG,21.3911516929646,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110752_20190211203821_2655.JPG,40.307621669883105,FeralCatsAkl_maxim
20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150112_20190215225117_906.JPG,30.424268565551955,FeralCatsAkl_maxim
20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160449_20190216061721_1241.JPG,31.413786965822254,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160042_20190216185818_1288.JPG,24.046687598271745,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100325_20190210173146_2473.JPG,28.925751149217234,FeralCatsAkl_maxim
20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100190_20190210161841_162.JPG,44.61408378355074,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020421_20190202043321_2965.JPG,24.84615354095692,FeralCatsAkl_maxim
20190801_72Fz_AucklandIsland_B2_4_12_SD25_20190222_02210269_20190221213450_1970.JPG,47.51284521467525,FeralCatsAkl_maxim
20190801_g1ko_AucklandIsland__D2_3_M_SD131_20190301_03040004_20190304032358_3955.JPG,35.9818971475805,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160100_20190216190200_1346.JPG,20.551700102310946,FeralCatsAkl_maxim
20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300213_20190130064351_2880.JPG,15.801879370512182,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250282_20190225004015_4209.JPG,41.148980069315456,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02170266_20190217140232_1567.JPG,17.316161290769486,FeralCatsAkl_maxim
20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200018_20190220100538_3059.JPG,16.44700968949664,FeralCatsAkl_maxim
20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160072_20190216185943_1318.JPG,28.77896517221663,FeralCatsAkl_maxim
