index,prefix,img_name,timestamp,folder_name,label
3956,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300001_20190130062941.JPG,2.01901E+13,20190130,matt
3203,collared-ignore,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300002_20190130062942.JPG,2.01901E+13,20190130,matt
3957,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300003_20190130062943.JPG,2.01901E+13,20190130,matt
3958,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300004_20190130062959.JPG,2.01901E+13,20190130,matt
3959,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300005_20190130063000.JPG,2.01901E+13,20190130,matt
3204,collared-ignore,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300006_20190130063001.JPG,2.01901E+13,20190130,matt
3960,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300007_20190130063007.JPG,2.01901E+13,20190130,matt
3205,collared-ignore,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300008_20190130063008.JPG,2.01901E+13,20190130,matt
3206,collared-ignore,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300009_20190130063009.JPG,2.01901E+13,20190130,matt
3207,collared-ignore,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300010_20190130063015.JPG,2.01901E+13,20190130,matt
3961,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300011_20190130063016.JPG,2.01901E+13,20190130,matt
3962,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300012_20190130063017.JPG,2.01901E+13,20190130,matt
3963,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300013_20190130063021.JPG,2.01901E+13,20190130,matt
3964,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300014_20190130063022.JPG,2.01901E+13,20190130,matt
3965,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300015_20190130063023.JPG,2.01901E+13,20190130,matt
3966,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300016_20190130063026.JPG,2.01901E+13,20190130,matt
3967,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300017_20190130063027.JPG,2.01901E+13,20190130,matt
3968,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300018_20190130063028.JPG,2.01901E+13,20190130,matt
3969,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300019_20190130063032.JPG,2.01901E+13,20190130,matt
3970,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300020_20190130063033.JPG,2.01901E+13,20190130,matt
3971,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300021_20190130063034.JPG,2.01901E+13,20190130,matt
3972,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300022_20190130063041.JPG,2.01901E+13,20190130,matt
3973,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300023_20190130063042.JPG,2.01901E+13,20190130,matt
3974,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300024_20190130063042.JPG,2.01901E+13,20190130,matt
3975,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300025_20190130063056.JPG,2.01901E+13,20190130,matt
3976,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300026_20190130063057.JPG,2.01901E+13,20190130,matt
3977,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300027_20190130063058.JPG,2.01901E+13,20190130,matt
3978,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300028_20190130063357.JPG,2.01901E+13,20190130,matt
3979,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300029_20190130063358.JPG,2.01901E+13,20190130,matt
3980,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300030_20190130063359.JPG,2.01901E+13,20190130,matt
3981,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300031_20190130063407.JPG,2.01901E+13,20190130,matt
3982,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300032_20190130063408.JPG,2.01901E+13,20190130,matt
3983,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300033_20190130063409.JPG,2.01901E+13,20190130,matt
2757,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300034_20190130063414.JPG,2.01901E+13,20190130,matt
2758,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300035_20190130063415.JPG,2.01901E+13,20190130,matt
3984,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300037_20190130063422.JPG,2.01901E+13,20190130,matt
3985,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300038_20190130063423.JPG,2.01901E+13,20190130,matt
2759,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300039_20190130063424.JPG,2.01901E+13,20190130,matt
2760,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300040_20190130063426.JPG,2.01901E+13,20190130,matt
3986,collared-interact,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300041_20190130063427.JPG,2.01901E+13,20190130,matt
2761,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300042_20190130063428.JPG,2.01901E+13,20190130,matt
2762,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300043_20190130063432.JPG,2.01901E+13,20190130,matt
2763,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300044_20190130063433.JPG,2.01901E+13,20190130,matt
2764,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300045_20190130063434.JPG,2.01901E+13,20190130,matt
2765,collared-eat,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300046_20190130063440.JPG,2.01901E+13,20190130,matt
